Student_id,pred_label,P_low,P_med,P_high,P_category_drop,Stress Coping Mechanisms,recommendations
5639,High,0.2922775679674583,0.1974042864113903,0.5103181456211511,0.4896818543788486,Yoga,"Talking to Friends,Reading,Meditation,Exercise,Social Media Engagement"
2745,High,0.2624733628155171,0.2283796483451844,0.5091469888392985,0.49085301116070146,Travelling,"Yoga,Social Media Engagement,Reading,Watching Sports,Exercise"
262,High,0.2362293142813417,0.2355247361334642,0.528245949585194,0.4717540504148059,Spending Time Alone,"Watching Sports,Walking or Nature Walks,Travelling,Social Media Engagement,Reading"
1039,High,0.2367376908755326,0.2374369743364962,0.5258253347879709,0.4741746652120288,Watching Sports,"Reading,Travelling,Walking or Nature Walks,Exercise,Spending Time Alone"
4020,High,0.2263264731198358,0.2776046433422539,0.4960688835379104,0.5039311164620897,Yoga,"Watching Sports,Spending Time Alone,Travelling,Walking or Nature Walks,Exercise"
1908,High,0.2331238769916693,0.2213185512889484,0.5455575717193824,0.4544424282806177,Walking or Nature Walks,"Watching Sports,Yoga,Exercise,Talking to Friends,Social Media Engagement"
4301,High,3.784029234380703e-14,3.113027963552232e-14,0.999999999999931,6.897057197932935e-14,Meditation,"Yoga,Walking or Nature Walks,Travelling,Social Media Engagement,Watching Sports"
1739,High,0.2375212165314806,0.2435970536681864,0.518881729800333,0.481118270199667,Watching Sports,"Yoga,Exercise,Spending Time Alone,Talking to Friends,Social Media Engagement"
2060,High,0.2362887541582165,0.2377725676607534,0.52593867818103,0.47406132181896987,Talking to Friends,"Walking or Nature Walks,Exercise,Reading,Yoga,Watching Sports"
1191,High,0.2365672042854425,0.2375651836292444,0.5258676120853131,0.4741323879146869,Reading,"Yoga,Watching Sports,Social Media Engagement,Exercise,Meditation"
4118,High,3.7807774055936235e-14,3.1178754858959385e-14,0.999999999999931,6.898652891489562e-14,Travelling,"Watching Sports,Reading,Meditation,Social Media Engagement,Yoga"
2997,High,3.7778304926517234e-14,3.122146097630269e-14,0.9999999999999308,6.899976590281992e-14,Talking to Friends,"Watching Sports,Spending Time Alone,Yoga,Walking or Nature Walks,Exercise"
3311,Low,0.999999827709792,6.789100504382502e-08,1.0439920319739337e-07,0.0,Meditation,"Watching Sports,Exercise,Yoga,Talking to Friends,Social Media Engagement"
161,High,0.2853696063825504,0.2221831968585382,0.4924471967589114,0.5075528032410885,Yoga,"Travelling,Meditation,Reading,Walking or Nature Walks,Watching Sports"
3835,Low,0.9999998276519314,6.7983995727319e-08,1.0436407289539305e-07,0.0,Talking to Friends,"Spending Time Alone,Exercise,Walking or Nature Walks,Yoga,Reading"
5270,High,0.2318644245029233,0.2319027312281539,0.5362328442689224,0.4637671557310772,Spending Time Alone,"Social Media Engagement,Travelling,Reading,Yoga,Exercise"
3042,High,0.2446614967737633,0.2483951767681055,0.5069433264581308,0.4930566735418688,Meditation,"Travelling,Yoga,Watching Sports,Spending Time Alone,Walking or Nature Walks"
4364,High,0.2370420107868222,0.2325287309224629,0.530429258290715,0.4695707417092851,Meditation,"Yoga,Exercise,Reading,Walking or Nature Walks,Social Media Engagement"
5231,High,3.7836353644849835e-14,3.1136228960870654e-14,0.999999999999931,6.897258260572048e-14,Reading,"Watching Sports,Yoga,Meditation,Walking or Nature Walks,Talking to Friends"
1069,High,0.2144834042505095,0.2345291595597787,0.5509874361897116,0.4490125638102882,Spending Time Alone,"Reading,Meditation,Talking to Friends,Exercise,Travelling"
3023,Medium,2.3562992702999388e-14,0.9999999091187324,9.08812439683767e-08,2.3562992702999388e-14,Talking to Friends,"Walking or Nature Walks,Exercise,Watching Sports,Social Media Engagement,Reading"
2777,High,3.7809735879674215e-14,3.1175871212896195e-14,0.999999999999931,6.898560709257041e-14,Watching Sports,"Walking or Nature Walks,Travelling,Spending Time Alone,Social Media Engagement,Exercise"
2186,High,0.2316095490223561,0.2266379039745861,0.5417525470030579,0.4582474529969422,Talking to Friends,"Watching Sports,Walking or Nature Walks,Travelling,Meditation,Spending Time Alone"
4898,Medium,2.3604999473369956e-14,0.9999999092439184,9.075605802011447e-08,2.3604999473369956e-14,Spending Time Alone,"Yoga,Travelling,Reading,Social Media Engagement,Talking to Friends"
5496,Medium,2.3408519844576996e-14,0.9999999086703524,9.132962433325297e-08,2.3408519844576996e-14,Reading,"Travelling,Spending Time Alone,Meditation,Yoga,Walking or Nature Walks"
272,High,0.2430270745137781,0.2368728338419162,0.5201000916443059,0.4798999083556943,Watching Sports,"Social Media Engagement,Yoga,Meditation,Reading,Talking to Friends"
4705,Low,0.9999998275285722,6.818494319151104e-08,1.0428648470487241e-07,0.0,Spending Time Alone,"Travelling,Reading,Exercise,Watching Sports,Yoga"
540,High,0.236422418732552,0.2380320351556323,0.5255455461118155,0.4744544538881843,Spending Time Alone,"Watching Sports,Exercise,Yoga,Walking or Nature Walks,Talking to Friends"
2763,High,0.2364024238393565,0.2378052354267935,0.52579234073385,0.47420765926615,Meditation,"Walking or Nature Walks,Reading,Exercise,Talking to Friends,Yoga"
3559,High,3.7888348254083146e-14,3.1055880764101823e-14,0.999999999999931,6.894422901818497e-14,Meditation,"Watching Sports,Spending Time Alone,Yoga,Social Media Engagement,Exercise"
3981,High,0.2212749560948847,0.2620027559201557,0.5167222879849597,0.48327771201504044,Meditation,"Spending Time Alone,Exercise,Walking or Nature Walks,Travelling,Yoga"
4183,High,0.2360569741705671,0.2373372191874074,0.5266058066420257,0.4733941933579745,Travelling,"Yoga,Watching Sports,Walking or Nature Walks,Reading,Talking to Friends"
2472,High,0.2328531574998863,0.2476025935523612,0.5195442489477519,0.48045575105224747,Watching Sports,"Spending Time Alone,Reading,Social Media Engagement,Yoga,Exercise"
2806,High,0.2359551086939518,0.2358294368425391,0.5282154544635093,0.4717845455364909,Yoga,"Meditation,Social Media Engagement,Walking or Nature Walks,Travelling,Exercise"
4461,High,0.2358982693859057,0.2386401701258251,0.5254615604882692,0.4745384395117308,Meditation,"Travelling,Exercise,Talking to Friends,Social Media Engagement,Walking or Nature Walks"
3476,Medium,2.3718931829482735e-14,0.9999999095908456,9.040913081016064e-08,2.3718931829482735e-14,Watching Sports,"Walking or Nature Walks,Travelling,Talking to Friends,Social Media Engagement,Yoga"
4295,Low,0.9999998278277568,6.77038155493922e-08,1.0446842762799121e-07,0.0,Yoga,"Watching Sports,Spending Time Alone,Meditation,Travelling,Reading"
2779,Medium,2.3450615838430653e-14,0.999999908790724,9.120925264307335e-08,2.3450615838430653e-14,Spending Time Alone,"Reading,Meditation,Talking to Friends,Watching Sports,Walking or Nature Walks"
2726,High,0.2231256585555589,0.2226798679459824,0.5541944734984586,0.4458055265015413,Spending Time Alone,"Meditation,Reading,Travelling,Social Media Engagement,Watching Sports"
3806,Medium,2.3496452429835422e-14,0.9999999089233238,9.107665272492634e-08,2.3496452429835422e-14,Spending Time Alone,"Watching Sports,Social Media Engagement,Reading,Walking or Nature Walks,Exercise"
5213,High,0.2360251139222079,0.2374164079389237,0.5265584781388681,0.47344152186113164,Spending Time Alone,"Travelling,Watching Sports,Walking or Nature Walks,Exercise,Yoga"
3007,High,0.2359722049500453,0.2374427804842384,0.526585014565716,0.47341498543428373,Social Media Engagement,"Watching Sports,Talking to Friends,Travelling,Exercise,Reading"
1524,High,0.2307884714172422,0.2484824678205588,0.5207290607621987,0.479270939237801,Talking to Friends,"Walking or Nature Walks,Meditation,Spending Time Alone,Yoga,Reading"
3299,Medium,0.1379837303558368,0.5374166219553349,0.3245996476888282,0.1379837303558368,Exercise,"Yoga,Spending Time Alone,Talking to Friends,Walking or Nature Walks,Meditation"
2591,High,3.773313872591853e-14,3.128478397434679e-14,0.9999999999999308,6.901792270026531e-14,Reading,"Exercise,Travelling,Yoga,Meditation,Watching Sports"
5423,Medium,2.3460330782047267e-14,0.9999999088186936,9.118128295843377e-08,2.3460330782047267e-14,Reading,"Yoga,Social Media Engagement,Spending Time Alone,Meditation,Watching Sports"
1864,High,0.2389548386374819,0.2402608403014733,0.5207843210610447,0.4792156789389552,Reading,"Social Media Engagement,Walking or Nature Walks,Watching Sports,Yoga,Spending Time Alone"
3168,High,0.2419214942850548,0.2492700605986641,0.508808445116281,0.4911915548837189,Exercise,"Social Media Engagement,Watching Sports,Yoga,Travelling,Meditation"
3089,High,0.2330483877799281,0.2643039862646873,0.5026476259553844,0.4973523740446154,Walking or Nature Walks,"Yoga,Watching Sports,Meditation,Social Media Engagement,Reading"
5544,Low,0.9999998277508152,6.78255477520107e-08,1.0442363701432853e-07,0.0,Social Media Engagement,"Exercise,Spending Time Alone,Reading,Travelling,Talking to Friends"
519,High,0.2379702553257193,0.2370144267479663,0.5250153179263144,0.4749846820736856,Walking or Nature Walks,"Travelling,Reading,Social Media Engagement,Talking to Friends,Meditation"
5156,High,0.2440647559278923,0.2323049506526713,0.5236302934194363,0.4763697065805636,Exercise,"Watching Sports,Yoga,Travelling,Spending Time Alone,Talking to Friends"
5634,High,3.8179553482097675e-14,3.0514065547151943e-14,0.9999999999999312,6.869361902924962e-14,Walking or Nature Walks,"Watching Sports,Reading,Meditation,Talking to Friends,Social Media Engagement"
1126,High,0.219925779703179,0.281174324280449,0.4988998960163717,0.501100103983628,Yoga,"Travelling,Watching Sports,Meditation,Talking to Friends,Exercise"
1745,Low,0.9999998280637554,6.733849721179513e-08,1.0459774736237853e-07,0.0,Spending Time Alone,"Talking to Friends,Watching Sports,Yoga,Exercise,Social Media Engagement"
1871,High,0.2419970512442913,0.240593895212573,0.5174090535431356,0.4825909464568643,Travelling,"Watching Sports,Social Media Engagement,Spending Time Alone,Yoga,Reading"
3921,Medium,2.3811582919683623e-14,0.9999999098813078,9.011866822451442e-08,2.3811582919683623e-14,Exercise,"Social Media Engagement,Meditation,Yoga,Reading,Watching Sports"
358,High,0.2038926301765027,0.2064343978236975,0.5896729719997998,0.41032702800020016,Travelling,"Watching Sports,Talking to Friends,Yoga,Exercise,Reading"
5581,High,0.2358055941737598,0.237380928341921,0.5268134774843193,0.47318652251568083,Watching Sports,"Travelling,Walking or Nature Walks,Yoga,Spending Time Alone,Meditation"
3704,Low,0.9999998281059844,6.72743559266171e-08,1.0461965972071069e-07,0.0,Travelling,"Yoga,Spending Time Alone,Watching Sports,Social Media Engagement,Meditation"
2255,High,0.2371897000480368,0.2372588721824076,0.5255514277695555,0.4744485722304444,Reading,"Yoga,Walking or Nature Walks,Spending Time Alone,Watching Sports,Travelling"
5424,High,0.2338650338660303,0.2352801169312662,0.5308548492027033,0.46914515079729646,Walking or Nature Walks,"Meditation,Social Media Engagement,Travelling,Watching Sports,Exercise"
5582,High,0.2505618646702384,0.2450713720013074,0.5043667633284541,0.4956332366715458,Reading,"Social Media Engagement,Travelling,Spending Time Alone,Exercise,Watching Sports"
5476,High,0.2361175273503207,0.2377176241740095,0.5261648484756697,0.4738351515243302,Talking to Friends,"Travelling,Walking or Nature Walks,Watching Sports,Reading,Social Media Engagement"
1413,High,0.240122836020364,0.2362919485146479,0.5235852154649879,0.4764147845350119,Walking or Nature Walks,"Social Media Engagement,Exercise,Watching Sports,Spending Time Alone,Travelling"
1686,High,0.3363257587327259,0.2474603719522848,0.4162138693149889,0.5837861306850107,Talking to Friends,"Exercise,Travelling,Walking or Nature Walks,Reading,Watching Sports"
904,High,0.2544434541733513,0.2491521813479075,0.4964043644787409,0.5035956355212587,Walking or Nature Walks,"Travelling,Exercise,Watching Sports,Social Media Engagement,Yoga"
5474,Medium,2.3454429277768752e-14,0.9999999088016944,9.119828217695249e-08,2.3454429277768752e-14,Meditation,"Spending Time Alone,Watching Sports,Travelling,Walking or Nature Walks,Reading"
2086,Medium,0.1880643836472914,0.4085882814287542,0.4033473349239542,0.1880643836472914,Yoga,"Walking or Nature Walks,Meditation,Travelling,Social Media Engagement,Watching Sports"
148,Low,0.9999998276586072,6.797322629246509e-08,1.043681665431707e-07,0.0,Walking or Nature Walks,"Yoga,Spending Time Alone,Watching Sports,Talking to Friends,Meditation"
5216,Low,0.9999998273208944,6.853196966263778e-08,1.0414713617035809e-07,0.0,Travelling,"Exercise,Reading,Social Media Engagement,Yoga,Watching Sports"
2761,High,0.2528987381571471,0.2328761587603711,0.5142251030824816,0.4857748969175182,Walking or Nature Walks,"Yoga,Talking to Friends,Travelling,Exercise,Watching Sports"
2933,Medium,2.3255974478365192e-14,0.9999999082450256,9.175495119753684e-08,2.3255974478365192e-14,Talking to Friends,"Travelling,Reading,Social Media Engagement,Spending Time Alone,Watching Sports"
4488,High,0.2193569444627211,0.2224951366408144,0.5581479188964644,0.4418520811035355,Walking or Nature Walks,"Yoga,Spending Time Alone,Travelling,Talking to Friends,Reading"
5556,High,3.7811675031055636e-14,3.1173015819038017e-14,0.999999999999931,6.898469085009365e-14,Meditation,"Social Media Engagement,Spending Time Alone,Yoga,Watching Sports,Reading"
331,High,0.2334202528277547,0.240545015015807,0.5260347321564379,0.4739652678435617,Spending Time Alone,"Travelling,Walking or Nature Walks,Talking to Friends,Social Media Engagement,Yoga"
1222,High,0.2319360162992622,0.241767975218156,0.526296008482582,0.47370399151741815,Social Media Engagement,"Reading,Walking or Nature Walks,Talking to Friends,Travelling,Exercise"
4876,High,0.2074043788662562,0.2026786787748747,0.589916942358869,0.4100830576411309,Reading,"Walking or Nature Walks,Meditation,Spending Time Alone,Talking to Friends,Watching Sports"
1902,High,0.2364064951678745,0.2374177932919312,0.5261757115401944,0.4738242884598057,Meditation,"Yoga,Watching Sports,Spending Time Alone,Travelling,Talking to Friends"
1971,High,0.2393792197058155,0.2254444020726268,0.5351763782215576,0.4648236217784423,Exercise,"Travelling,Social Media Engagement,Meditation,Yoga,Watching Sports"
2804,High,0.2344214195773388,0.2356364433790322,0.529942137043629,0.470057862956371,Watching Sports,"Exercise,Social Media Engagement,Walking or Nature Walks,Talking to Friends,Travelling"
2810,High,0.2347573355077279,0.2363782790640121,0.52886438542826,0.47113561457174,Spending Time Alone,"Social Media Engagement,Watching Sports,Yoga,Exercise,Walking or Nature Walks"
2260,Medium,2.3511564127886604e-14,0.9999999089673964,9.103258031004688e-08,2.3511564127886604e-14,Meditation,"Watching Sports,Talking to Friends,Yoga,Exercise,Spending Time Alone"
1161,High,0.2342352876150568,0.243191046696973,0.5225736656879701,0.4774263343120298,Meditation,"Travelling,Watching Sports,Spending Time Alone,Walking or Nature Walks,Exercise"
2686,High,3.7815866855052157e-14,3.116682605811803e-14,0.999999999999931,6.898269291317018e-14,Yoga,"Exercise,Travelling,Watching Sports,Meditation,Spending Time Alone"
5583,Low,0.9999998273599702,6.846580312280232e-08,1.0417422669151421e-07,0.0,Exercise,"Watching Sports,Yoga,Social Media Engagement,Travelling,Spending Time Alone"
2518,High,0.2080430566075486,0.1972832095640843,0.5946737338283673,0.4053262661716329,Social Media Engagement,"Travelling,Watching Sports,Exercise,Talking to Friends,Reading"
4015,High,0.2329325639352076,0.222772677239941,0.5442947588248511,0.4557052411751486,Meditation,"Reading,Watching Sports,Social Media Engagement,Yoga,Travelling"
712,High,0.2351552596165324,0.2335757225443203,0.5312690178391469,0.46873098216085274,Yoga,"Meditation,Walking or Nature Walks,Spending Time Alone,Exercise,Reading"
3270,High,0.2386331114996987,0.2365405609743767,0.5248263275259244,0.4751736724740754,Talking to Friends,"Travelling,Watching Sports,Social Media Engagement,Exercise,Spending Time Alone"
3555,Medium,2.3448307360195403e-14,0.9999999087840884,9.121588828153989e-08,2.3448307360195403e-14,Reading,"Talking to Friends,Meditation,Social Media Engagement,Exercise,Travelling"
3283,High,3.786906198311251e-14,3.1086149293989264e-14,0.9999999999999308,6.895521127710177e-14,Social Media Engagement,"Reading,Meditation,Travelling,Exercise,Watching Sports"
75,High,0.2428529105736046,0.2343094643080322,0.522837625118363,0.4771623748816368,Exercise,"Talking to Friends,Spending Time Alone,Walking or Nature Walks,Yoga,Social Media Engagement"
4537,High,0.2371490262179836,0.2324513880305384,0.5303995857514776,0.46960041424852195,Meditation,"Spending Time Alone,Watching Sports,Reading,Yoga,Social Media Engagement"
2636,High,3.780997245592143e-14,3.11755231256448e-14,0.999999999999931,6.898549558156623e-14,Yoga,"Watching Sports,Travelling,Spending Time Alone,Reading,Exercise"
1587,High,0.2987800408939025,0.2067775224567477,0.4944424366493496,0.5055575633506502,Talking to Friends,"Watching Sports,Social Media Engagement,Reading,Yoga,Exercise"
5003,High,3.7810996912216223e-14,3.117401492128606e-14,0.999999999999931,6.898501183350229e-14,Travelling,"Spending Time Alone,Yoga,Watching Sports,Meditation,Walking or Nature Walks"
2034,High,0.2342387173542538,0.2358690537322935,0.5298922289134524,0.47010777108654733,Spending Time Alone,"Walking or Nature Walks,Travelling,Talking to Friends,Watching Sports,Yoga"
5359,High,0.2297714409134273,0.2548421968756157,0.5153863622109568,0.484613637789043,Travelling,"Talking to Friends,Walking or Nature Walks,Exercise,Social Media Engagement,Watching Sports"
57,High,0.2343723760113982,0.2400169683935041,0.5256106555950979,0.4743893444049023,Reading,"Watching Sports,Yoga,Spending Time Alone,Walking or Nature Walks,Social Media Engagement"
70,High,0.2580540458380414,0.2255388951144109,0.5164070590475475,0.4835929409524523,Watching Sports,"Exercise,Spending Time Alone,Travelling,Meditation,Yoga"
5492,Low,0.999999827756105,6.781713547112633e-08,1.0442675944816877e-07,0.0,Social Media Engagement,"Exercise,Talking to Friends,Travelling,Reading,Walking or Nature Walks"
737,High,0.2311141346847313,0.2536893925300384,0.5151964727852301,0.4848035272147697,Watching Sports,"Travelling,Meditation,Exercise,Yoga,Talking to Friends"
2144,High,0.2367170167877243,0.2366891227920561,0.5265938604202193,0.4734061395797804,Yoga,"Walking or Nature Walks,Meditation,Reading,Talking to Friends,Exercise"
395,High,0.2357812654611424,0.2240920317656342,0.5401267027732235,0.4598732972267766,Travelling,"Social Media Engagement,Yoga,Spending Time Alone,Exercise,Talking to Friends"
4807,High,0.2356287800113179,0.2372436057864635,0.5271276142022185,0.4728723857977814,Walking or Nature Walks,"Watching Sports,Travelling,Social Media Engagement,Talking to Friends,Yoga"
5176,Medium,2.3430764432583927e-14,0.9999999087337936,9.126618298012757e-08,2.3430764432583927e-14,Reading,"Watching Sports,Travelling,Walking or Nature Walks,Exercise,Talking to Friends"
3085,High,0.2375148461850641,0.2368218387314332,0.5256633150835028,0.4743366849164973,Talking to Friends,"Exercise,Walking or Nature Walks,Reading,Spending Time Alone,Watching Sports"
305,High,0.2361631506960531,0.2376227691139301,0.5262140801900165,0.4737859198099832,Reading,"Exercise,Spending Time Alone,Talking to Friends,Yoga,Watching Sports"
2914,High,0.2006085540456756,0.2003548697458519,0.5990365762084723,0.4009634237915275,Reading,"Exercise,Travelling,Spending Time Alone,Social Media Engagement,Yoga"
3636,High,3.7768971993696416e-14,3.1234752815273344e-14,0.9999999999999308,6.900372480896976e-14,Talking to Friends,"Spending Time Alone,Walking or Nature Walks,Travelling,Watching Sports,Yoga"
472,High,0.2330461102247775,0.2378560801002648,0.5290978096749576,0.4709021903250423,Travelling,"Spending Time Alone,Reading,Talking to Friends,Social Media Engagement,Yoga"
3092,Low,0.9999998277670868,6.779969191550884e-08,1.0443322121983765e-07,0.0,Talking to Friends,"Yoga,Exercise,Walking or Nature Walks,Watching Sports,Reading"
3721,Medium,2.3357188910500315e-14,0.9999999085253568,9.147461991267965e-08,2.3357188910500315e-14,Watching Sports,"Walking or Nature Walks,Reading,Talking to Friends,Exercise,Social Media Engagement"
5225,High,0.2413749455870472,0.2269975298649239,0.5316275245480289,0.46837247545197114,Exercise,"Spending Time Alone,Watching Sports,Reading,Walking or Nature Walks,Social Media Engagement"
4205,Low,0.9999998277199064,6.787483000948511e-08,1.0440526367739112e-07,0.0,Exercise,"Watching Sports,Spending Time Alone,Social Media Engagement,Walking or Nature Walks,Meditation"
2449,High,3.813041323947021e-14,3.061902413805433e-14,0.9999999999999312,6.874943737752455e-14,Walking or Nature Walks,"Social Media Engagement,Talking to Friends,Exercise,Spending Time Alone,Yoga"
3260,High,3.7812812585317125e-14,3.1171338420318103e-14,0.999999999999931,6.898415100563523e-14,Spending Time Alone,"Watching Sports,Travelling,Exercise,Social Media Engagement,Talking to Friends"
5289,Low,0.999999830592535,6.399498629496157e-08,1.054124788339922e-07,0.0,Travelling,"Exercise,Social Media Engagement,Watching Sports,Meditation,Yoga"
2613,High,0.2363692825515681,0.2378571837618167,0.5257735336866152,0.47422646631338483,Spending Time Alone,"Yoga,Meditation,Watching Sports,Travelling,Talking to Friends"
246,High,0.2358546694529748,0.2378003720198112,0.526344958527214,0.47365504147278603,Travelling,"Reading,Spending Time Alone,Meditation,Watching Sports,Yoga"
936,High,0.3271679671875918,0.1983925386883847,0.4744394941240235,0.5255605058759765,Meditation,"Watching Sports,Yoga,Reading,Exercise,Walking or Nature Walks"
410,High,0.2361827214213987,0.2374283268404578,0.526388951738143,0.4736110482618565,Yoga,"Watching Sports,Travelling,Walking or Nature Walks,Meditation,Spending Time Alone"
4519,High,0.2831202218609071,0.2296319959468458,0.4872477821922472,0.5127522178077528,Reading,"Spending Time Alone,Watching Sports,Travelling,Talking to Friends,Yoga"
4777,Low,0.6774738181673927,0.1040816981027221,0.2184444837298848,0.0,Meditation,"Exercise,Walking or Nature Walks,Watching Sports,Reading,Yoga"
526,High,0.2347141687606662,0.235292481660245,0.5299933495790888,0.47000665042091117,Walking or Nature Walks,"Watching Sports,Yoga,Talking to Friends,Reading,Spending Time Alone"
2975,High,0.2522213502829682,0.2285358928676059,0.5192427568494256,0.4807572431505741,Meditation,"Social Media Engagement,Reading,Watching Sports,Spending Time Alone,Walking or Nature Walks"
329,High,0.2936968804445636,0.204436764422474,0.5018663551329621,0.4981336448670376,Watching Sports,"Yoga,Exercise,Walking or Nature Walks,Social Media Engagement,Reading"
2284,High,0.2366502706182329,0.2375238747657329,0.5258258546160341,0.4741741453839658,Reading,"Meditation,Social Media Engagement,Travelling,Spending Time Alone,Walking or Nature Walks"
2344,High,3.7819818896604334e-14,3.1160968561004604e-14,0.999999999999931,6.898078745760894e-14,Spending Time Alone,"Travelling,Yoga,Walking or Nature Walks,Watching Sports,Reading"
717,High,0.2384716036129832,0.2561430352309049,0.5053853611561118,0.4946146388438881,Exercise,"Travelling,Talking to Friends,Yoga,Watching Sports,Meditation"
147,High,0.2407368515168695,0.2359340342787426,0.5233291142043882,0.4766708857956121,Exercise,"Reading,Meditation,Yoga,Travelling,Talking to Friends"
1189,High,0.2360747276388879,0.2381793838063014,0.5257458885548104,0.4742541114451893,Yoga,"Social Media Engagement,Exercise,Watching Sports,Meditation,Walking or Nature Walks"
4068,Medium,2.3416472664383268e-14,0.999999908692991,9.130698548564433e-08,2.3416472664383268e-14,Yoga,"Spending Time Alone,Watching Sports,Travelling,Talking to Friends,Walking or Nature Walks"
5079,High,0.2271678978523938,0.2295762893415208,0.5432558128060854,0.45674418719391463,Exercise,"Social Media Engagement,Reading,Yoga,Spending Time Alone,Watching Sports"
2327,High,3.78017281928127e-14,3.11876092620183e-14,0.999999999999931,6.8989337454831e-14,Meditation,"Watching Sports,Spending Time Alone,Social Media Engagement,Yoga,Exercise"
2012,High,0.236225870097015,0.2377357687369657,0.5260383611660189,0.4739616388339807,Social Media Engagement,"Talking to Friends,Walking or Nature Walks,Travelling,Yoga,Watching Sports"
5552,Low,0.9999998287121832,6.639069349250797e-08,1.0489712330611237e-07,0.0,Exercise,"Talking to Friends,Watching Sports,Walking or Nature Walks,Spending Time Alone,Reading"
1293,High,0.2285826467323042,0.2578718569198464,0.5135454963478493,0.4864545036521506,Exercise,"Talking to Friends,Spending Time Alone,Yoga,Reading,Watching Sports"
5306,High,0.2309644898362826,0.2394062865938566,0.5296292235698604,0.4703707764301392,Yoga,"Meditation,Travelling,Exercise,Talking to Friends,Watching Sports"
155,High,0.2192150579743335,0.2919101415159129,0.4888748005097532,0.5111251994902464,Walking or Nature Walks,"Travelling,Exercise,Spending Time Alone,Social Media Engagement,Yoga"
2105,Medium,2.3184898786956375e-14,0.9999999080524432,9.194753344397245e-08,2.3184898786956375e-14,Exercise,"Travelling,Social Media Engagement,Spending Time Alone,Yoga,Reading"
5292,High,0.279875734240828,0.2229758664210348,0.4971483993381372,0.5028516006618629,Spending Time Alone,"Travelling,Reading,Watching Sports,Exercise,Walking or Nature Walks"
636,High,0.2353338405098356,0.2371315727666465,0.5275345867235178,0.4724654132764821,Yoga,"Spending Time Alone,Social Media Engagement,Travelling,Walking or Nature Walks,Talking to Friends"
2937,High,0.2347600443634308,0.234243588510129,0.5309963671264403,0.4690036328735598,Walking or Nature Walks,"Travelling,Watching Sports,Talking to Friends,Reading,Social Media Engagement"
3209,High,0.2266125308140014,0.2370792904440722,0.5363081787419263,0.4636918212580736,Talking to Friends,"Travelling,Yoga,Social Media Engagement,Reading,Spending Time Alone"
3407,High,0.2119224832702693,0.2962471447663858,0.4918303719633447,0.5081696280366551,Travelling,"Walking or Nature Walks,Meditation,Social Media Engagement,Exercise,Yoga"
1585,High,0.2010177371377111,0.3036733024247442,0.4953089604375444,0.5046910395624553,Watching Sports,"Social Media Engagement,Exercise,Yoga,Spending Time Alone,Reading"
3195,Low,0.9999998273280596,6.851980504939895e-08,1.0415213509449816e-07,0.0,Social Media Engagement,"Watching Sports,Travelling,Meditation,Spending Time Alone,Exercise"
